equal	bektok	glauxwordid	chapsect	sentid	kastok	kaswordid	bekkpage	bekkline	textstatus
y	οἷον	104285990	1.13	244713	οἷον	393	1447b	25	
y	ῥυθμῷ	104285991	1.13	244713	ῥυθμῷ	394	1447b	25	
y	καὶ	104285992	1.13	244713	καὶ	395	1447b	25	
y	μέλει	104285993	1.13	244713	μέλει	396	1447b	25	
y	καὶ	104285994	1.13	244713	καὶ	397	1447b	25	
y	μέτρῳ	104285995	1.13	244713	μέτρῳ	398	1447b	25	
y	,	104285996	1.13	244713	,	399	1447b	25	
y	ὥσπερ	104285997	1.13	244713	ὥσπερ	400	1447b	25	
y	ἥ	104285998	1.13	244713	ἥ	401	1447b	25	
y	τε	104285999	1.13	244713	τε	402	1447b	25	
y	τῶν	104286000	1.13	244713	τῶν	403	1447b	25	
y	διθυραμβικῶν	104286001	1.13	244713	διθυραμβικῶν	404	1447b	25	
y	ποίησις	104286002	1.13	244713	ποίησις	405	1447b	25	
y	καὶ	104286003	1.13	244713	καὶ	406	1447b	25	
y	ἡ	104286004	1.13	244713	ἡ	407	1447b	25	
y	τῶν	104286005	1.13	244713	τῶν	408	1447b	25	
y	νόμων	104286006	1.13	244713	νόμων	409	1447b	25	
y	καὶ	104286007	1.13	244713	καὶ	410	1447b	25	
y	ἥ	104286008	1.13	244713	ἥ	411	1447b	25	
y	τε	104286009	1.13	244713	τε	412	1447b	25	
y	τραγῳδία	104286010	1.13	244713	τραγῳδία	413	1447b	25	
y	καὶ	104286011	1.13	244713	καὶ	414	1447b	25	
y	ἡ	104286012	1.13	244713	ἡ	415	1447b	25	
y	κωμῳδία	104286013	1.13	244713	κωμῳδία	416	1447b	25	
y	·	104286014	1.13	244713	·	417	1447b	25	
y	διαφέρουσι	104286015	1.13	244714	διαφέρουσι	418	1447b	25	
n	δέ	104286016	1.13	244714	δὲ	419	1447b	25	
n	,	104286017	1.13	244714	KASNA				
y	ὅτι	104286018	1.13	244714	ὅτι	420	1447b	25	
y	αἱ	104286019	1.13	244714	αἱ	421	1447b	25	
y	μὲν	104286020	1.13	244714	μὲν	422	1447b	25	
y	ἅμα	104286021	1.13	244714	ἅμα	423	1447b	25	
y	πᾶσιν	104286022	1.13	244714	πᾶσιν	424	1447b	25	
y	αἱ	104286023	1.13	244714	αἱ	425	1447b	25	
y	δὲ	104286024	1.13	244714	δὲ	426	1447b	25	
y	κατὰ	104286025	1.13	244714	κατὰ	427	1447b	25	
y	μέρος	104286026	1.13	244714	μέρος	428	1447b	25	
y	.	104286027	1.13	244714	.	429	1447b	25	
y	ταύτας	104286028	1.13	244715	ταύτας	430	1447b	25	
y	μὲν	104286029	1.13	244715	μὲν	431	1447b	25	
y	οὖν	104286030	1.13	244715	οὖν	432	1447b	25	
y	λέγω	104286031	1.13	244715	λέγω	433	1447b	25	
y	τὰς	104286032	1.13	244715	τὰς	434	1447b	25	
y	διαφορὰς	104286033	1.13	244715	διαφορὰς	435	1447b	25	
y	τῶν	104286034	1.13	244715	τῶν	436	1447b	25	
y	τεχνῶν	104286035	1.13	244715	τεχνῶν	437	1447b	25	
n	,	104286036	1.13	244715	KASNA				
y	ἐν	104286037	1.13	244715	ἐν	438	1447b	25	
y	οἷς	104286038	1.13	244715	οἷς	439	1447b	25	
y	ποιοῦνται	104286039	1.13	244715	ποιοῦνται	440	1447b	25	
y	τὴν	104286040	1.13	244715	τὴν	441	1447b	25	
y	μίμησιν	104286041	1.13	244715	μίμησιν	442	1447b	25	
y	.	104286042	1.13	244715	.	443	1447b	25	
y	ἐπεὶ	104286043	2.1	244716	ἐπεὶ	444	1448a	1	
y	δὲ	104286044	2.1	244716	δὲ	445	1448a	1	
y	μιμοῦνται	104286045	2.1	244716	μιμοῦνται	446	1448a	1	
y	οἱ	104286046	2.1	244716	οἱ	447	1448a	1	
y	μιμούμενοι	104286047	2.1	244716	μιμούμενοι	448	1448a	1	
y	πράττοντας	104286048	2.1	244716	πράττοντας	449	1448a	1	
y	,	104286049	2.1	244716	,	450	1448a	1	
y	ἀνάγκη	104286050	2.1	244716	ἀνάγκη	451	1448a	1	
y	δὲ	104286051	2.1	244716	δὲ	452	1448a	1	
y	τούτους	104286052	2.1	244716	τούτους	453	1448a	1	
y	ἢ	104286053	2.1	244716	ἢ	454	1448a	1	
y	σπουδαίους	104286054	2.1	244716	σπουδαίους	455	1448a	1	
y	ἢ	104286055	2.1	244716	ἢ	456	1448a	1	
y	φαύλους	104286056	2.1	244716	φαύλους	457	1448a	1	
y	εἶναι	104286057	2.1	244716	εἶναι	458	1448a	1	
y	(	104286058	2.1	244716	(	459	1448a	1	
y	τὰ	104286059	2.1	244716	τὰ	460	1448a	1	
y	γὰρ	104286060	2.1	244716	γὰρ	461	1448a	1	
y	ἤθη	104286061	2.1	244716	ἤθη	462	1448a	1	
y	σχεδὸν	104286062	2.1	244716	σχεδὸν	463	1448a	1	
y	ἀεὶ	104286063	2.1	244716	ἀεὶ	464	1448a	1	
y	τούτοις	104286064	2.1	244716	τούτοις	465	1448a	1	
y	ἀκολουθεῖ	104286065	2.1	244716	ἀκολουθεῖ	466	1448a	1	
y	μόνοις	104286066	2.1	244716	μόνοις	467	1448a	1	
n	·	104286067	2.1	244716	,	468	1448a	1	
y	κακίᾳ	104286068	2.1	244717	κακίᾳ	469	1448a	1	
y	γὰρ	104286069	2.1	244717	γὰρ	470	1448a	1	
y	καὶ	104286070	2.1	244717	καὶ	471	1448a	1	
y	ἀρετῇ	104286071	2.1	244717	ἀρετῇ	472	1448a	1	
y	τὰ	104286072	2.1	244717	τὰ	473	1448a	1	
y	ἤθη	104286073	2.1	244717	ἤθη	474	1448a	1	
y	διαφέρουσι	104286074	2.1	244717	διαφέρουσι	475	1448a	1	
y	πάντες	104286075	2.1	244717	πάντες	476	1448a	1	
y	)	104286076	2.1	244717	)	477	1448a	1	
y	,	104286077	2.1	244717	,	478	1448a	1	
y	ἤτοι	104286078	2.1	244717	ἤτοι	479	1448a	1	
y	βελτίονας	104286079	2.1	244717	βελτίονας	480	1448a	1	
y	ἢ	104286080	2.1	244717	ἢ	481	1448a	1	
y	καθ’	104286081	2.1	244717	καθ’	482	1448a	1	
y	ἡμᾶς	104286082	2.1	244717	ἡμᾶς	483	1448a	1	
y	ἢ	104286083	2.1	244717	ἢ	484	1448a	1	
y	χείρονας	104286084	2.1	244717	χείρονας	485	1448a	1	
y	ἢ	104286085	2.1	244717	ἢ	486	1448a	5	
y	καὶ	104286086	2.1	244717	καὶ	487	1448a	5	
y	τοιούτους	104286087	2.1	244717	τοιούτους	488	1448a	5	
y	,	104286088	2.1	244717	,	489	1448a	5	
y	ὥσπερ	104286089	2.1	244717	ὥσπερ	490	1448a	5	
y	οἱ	104286090	2.1	244717	οἱ	491	1448a	5	
y	γραφεῖς	104286091	2.1	244717	γραφεῖς	492	1448a	5	
y	·	104286092	2.1	244717	·	493	1448a	5	
y	Πολύγνωτος	104286093	2.2	244718	Πολύγνωτος	494	1448a	5	
y	μὲν	104286094	2.2	244718	μὲν	495	1448a	5	
y	γὰρ	104286095	2.2	244718	γὰρ	496	1448a	5	
y	κρείττους	104286096	2.2	244718	κρείττους	497	1448a	5	
y	,	104286097	2.2	244718	,	498	1448a	5	
y	Παύσων	104286098	2.2	244718	Παύσων	499	1448a	5	
y	δὲ	104286099	2.2	244718	δὲ	500	1448a	5	
y	χείρους	104286100	2.2	244718	χείρους	501	1448a	5	
y	,	104286101	2.2	244718	,	502	1448a	5	
y	Διονύσιος	104286102	2.2	244718	Διονύσιος	503	1448a	5	
y	δὲ	104286103	2.2	244718	δὲ	504	1448a	5	
y	ὁμοίους	104286104	2.2	244718	ὁμοίους	505	1448a	5	
y	εἴκαζεν	104286105	2.2	244718	εἴκαζεν	506	1448a	5	
y	.	104286106	2.2	244718	.	507	1448a	5	
y	δῆλον	104286107	2.3	244719	δῆλον	508	1448a	5	
y	δὲ	104286108	2.3	244719	δὲ	509	1448a	5	
y	ὅτι	104286109	2.3	244719	ὅτι	510	1448a	5	
y	καὶ	104286110	2.3	244719	καὶ	511	1448a	5	
y	τῶν	104286111	2.3	244719	τῶν	512	1448a	5	
y	λεχθεισῶν	104286112	2.3	244719	λεχθεισῶν	513	1448a	5	
y	ἑκάστη	104286113	2.3	244719	ἑκάστη	514	1448a	5	
y	μιμήσεων	104286114	2.3	244719	μιμήσεων	515	1448a	5	
y	ἕξει	104286115	2.3	244719	ἕξει	516	1448a	5	
y	ταύτας	104286116	2.3	244719	ταύτας	517	1448a	5	
y	τὰς	104286117	2.3	244719	τὰς	518	1448a	5	
n	διαφοράς	104286118	2.3	244719	διαφορὰς	519	1448a	5	
n	,	104286119	2.3	244719	KASNA				
y	καὶ	104286120	2.3	244719	καὶ	520	1448a	5	
y	ἔσται	104286121	2.3	244719	ἔσται	521	1448a	5	
y	ἑτέρα	104286122	2.3	244719	ἑτέρα	522	1448a	5	
y	τῷ	104286123	2.3	244719	τῷ	523	1448a	5	
y	ἕτερα	104286124	2.3	244719	ἕτερα	524	1448a	5	
y	μιμεῖσθαι	104286125	2.3	244719	μιμεῖσθαι	525	1448a	5	
y	τοῦτον	104286126	2.3	244719	τοῦτον	526	1448a	5	
y	τὸν	104286127	2.3	244719	τὸν	527	1448a	5	
y	τρόπον	104286128	2.3	244719	τρόπον	528	1448a	5	
y	.	104286129	2.3	244719	.	529	1448a	5	
y	καὶ	104286130	2.4	244720	καὶ	530	1448a	5	
y	γὰρ	104286131	2.4	244720	γὰρ	531	1448a	5	
y	ἐν	104286132	2.4	244720	ἐν	532	1448a	5	
y	ὀρχήσει	104286133	2.4	244720	ὀρχήσει	533	1448a	5	
y	καὶ	104286134	2.4	244720	καὶ	534	1448a	5	
y	αὐλήσει	104286135	2.4	244720	αὐλήσει	535	1448a	5	
y	καὶ	104286136	2.4	244720	καὶ	536	1448a	5	
y	κιθαρίσει	104286137	2.4	244720	κιθαρίσει	537	1448a	10	
y	ἔστι	104286138	2.4	244720	ἔστι	538	1448a	10	
y	γενέσθαι	104286139	2.4	244720	γενέσθαι	539	1448a	10	
y	ταύτας	104286140	2.4	244720	ταύτας	540	1448a	10	
y	τὰς	104286141	2.4	244720	τὰς	541	1448a	10	
y	ἀνομοιότητας	104286142	2.4	244720	ἀνομοιότητας	542	1448a	10	
y	,	104286143	2.4	244720	,	543	1448a	10	
y	καὶ	104286144	2.5	244720	καὶ	544	1448a	10	
n	BEKNA				τὸ	545	1448a	10	deleted
y	περὶ	104286145	2.5	244720	περὶ	546	1448a	10	
y	τοὺς	104286146	2.5	244720	τοὺς	547	1448a	10	
y	λόγους	104286147	2.5	244720	λόγους	548	1448a	10	
y	δὲ	104286148	2.5	244720	δὲ	549	1448a	10	
y	καὶ	104286149	2.5	244720	καὶ	550	1448a	10	
y	τὴν	104286150	2.5	244720	τὴν	551	1448a	10	
y	ψιλομετρίαν	104286151	2.5	244720	ψιλομετρίαν	552	1448a	10	
y	,	104286152	2.5	244720	,	553	1448a	10	
y	οἷον	104286153	2.5	244720	οἷον	554	1448a	10	
y	Ὅμηρος	104286154	2.5	244720	Ὅμηρος	555	1448a	10	
y	μὲν	104286155	2.5	244720	μὲν	556	1448a	10	
y	βελτίους	104286156	2.5	244720	βελτίους	557	1448a	10	
y	,	104286157	2.5	244720	,	558	1448a	10	
y	Κλεοφῶν	104286158	2.5	244720	Κλεοφῶν	559	1448a	10	
y	δὲ	104286159	2.5	244720	δὲ	560	1448a	10	
y	ὁμοίους	104286160	2.5	244720	ὁμοίους	561	1448a	10	
y	,	104286161	2.5	244720	,	562	1448a	10	
y	Ἡγήμων	104286162	2.5	244720	Ἡγήμων	563	1448a	10	
y	δὲ	104286163	2.5	244720	δὲ	564	1448a	10	
y	ὁ	104286164	2.5	244720	ὁ	565	1448a	10	
y	Θάσιος	104286165	2.5	244720	Θάσιος	566	1448a	10	
y	ὁ	104286166	2.5	244720	ὁ	567	1448a	10	added
y	τὰς	104286167	2.5	244720	τὰς	568	1448a	10	
y	παρῳδίας	104286168	2.5	244720	παρῳδίας	569	1448a	10	
y	ποιήσας	104286169	2.5	244720	ποιήσας	570	1448a	10	
y	πρῶτος	104286170	2.5	244720	πρῶτος	571	1448a	10	
y	καὶ	104286171	2.5	244720	καὶ	572	1448a	10	
y	Νικοχάρης	104286172	2.5	244720	Νικοχάρης	573	1448a	10	
y	ὁ	104286173	2.5	244720	ὁ	574	1448a	10	
y	τὴν	104286174	2.5	244720	τὴν	575	1448a	10	
n	Δηλιάδα	104286175	2.5	244720	Δειλιάδα	576	1448a	10	
y	χείρους	104286176	2.5	244720	χείρους	577	1448a	10	
n	.	104286177	2.5	244720	·	578	1448a	10	
y	ὁμοίως	104286178	2.6	244721	ὁμοίως	579	1448a	10	
y	δὲ	104286179	2.6	244721	δὲ	580	1448a	10	
y	καὶ	104286180	2.6	244721	καὶ	581	1448a	10	
y	περὶ	104286181	2.6	244721	περὶ	582	1448a	10	
y	τοὺς	104286182	2.6	244721	τοὺς	583	1448a	10	
y	διθυράμβους	104286183	2.6	244721	διθυράμβους	584	1448a	10	
y	καὶ	104286184	2.6	244721	καὶ	585	1448a	10	
y	περὶ	104286185	2.6	244721	περὶ	586	1448a	10	
y	τοὺς	104286186	2.6	244721	τοὺς	587	1448a	10	
y	νόμους	104286187	2.6	244721	νόμους	588	1448a	15	
y	,	104286188	2.6	244721	,	589	1448a	15	
n	ὡς	104286189	2.6	244721	ὥσπερ	590	1448a	15	
n	Πέρσας	104286190	2.6	244721	†	591	1448a	15	unclear
n	καὶ	104286191	2.6	244721	γᾶς	592	1448a	15	unclear
n	BEKNA				†	593	1448a	15	
y	Κύκλωπας	104286192	2.6	244721	Κύκλωπας	594	1448a	15	
y	Τιμόθεος	104286193	2.6	244721	Τιμόθεος	595	1448a	15	
y	καὶ	104286194	2.6	244721	καὶ	596	1448a	15	
y	Φιλόξενος	104286195	2.6	244721	Φιλόξενος	597	1448a	15	
n	,	104286196	2.6	244721	KASNA				
y	μιμήσαιτο	104286197	2.6	244721	μιμήσαιτο	598	1448a	15	
y	ἄν	104286198	2.6	244721	ἄν	599	1448a	15	
y	τις	104286199	2.6	244721	τις	600	1448a	15	
y	.	104286200	2.6	244721	.	601	1448a	15	
y	ἐν	104286201	2.7	244722	ἐν	602	1448a	15	
y	αὐτῇ	104286202	2.7	244722	αὐτῇ	603	1448a	15	
y	δὲ	104286203	2.7	244722	δὲ	604	1448a	15	
y	τῇ	104286204	2.7	244722	τῇ	605	1448a	15	
y	διαφορᾷ	104286205	2.7	244722	διαφορᾷ	606	1448a	15	
y	καὶ	104286206	2.7	244722	καὶ	607	1448a	15	
y	ἡ	104286207	2.7	244722	ἡ	608	1448a	15	
y	τραγῳδία	104286208	2.7	244722	τραγῳδία	609	1448a	15	
y	πρὸς	104286209	2.7	244722	πρὸς	610	1448a	15	
y	τὴν	104286210	2.7	244722	τὴν	611	1448a	15	
y	κωμῳδίαν	104286211	2.7	244722	κωμῳδίαν	612	1448a	15	
y	διέστηκεν	104286212	2.7	244722	διέστηκεν	613	1448a	15	
y	·	104286213	2.7	244722	·	614	1448a	15	
y	ἡ	104286214	2.7	244723	ἡ	615	1448a	15	
y	μὲν	104286215	2.7	244723	μὲν	616	1448a	15	
y	γὰρ	104286216	2.7	244723	γὰρ	617	1448a	15	
y	χείρους	104286217	2.7	244723	χείρους	618	1448a	15	
y	ἡ	104286218	2.7	244723	ἡ	619	1448a	15	
y	δὲ	104286219	2.7	244723	δὲ	620	1448a	15	
y	βελτίους	104286220	2.7	244723	βελτίους	621	1448a	15	
y	μιμεῖσθαι	104286221	2.7	244723	μιμεῖσθαι	622	1448a	15	
y	βούλεται	104286222	2.7	244723	βούλεται	623	1448a	15	
y	τῶν	104286223	2.7	244723	τῶν	624	1448a	15	
y	νῦν	104286224	2.7	244723	νῦν	625	1448a	15	
y	.	104286225	2.7	244723	.	626	1448a	15	
y	ἔτι	104286226	3.1	244724	ἔτι	627	1448a	15	
y	δὲ	104286227	3.1	244724	δὲ	628	1448a	15	
y	τούτων	104286228	3.1	244724	τούτων	629	1448a	15	
y	τρίτη	104286229	3.1	244724	τρίτη	630	1448a	15	
y	διαφορὰ	104286230	3.1	244724	διαφορὰ	631	1448a	15	
y	τὸ	104286231	3.1	244724	τὸ	632	1448a	15	
y	ὡς	104286232	3.1	244724	ὡς	633	1448a	15	
y	ἕκαστα	104286233	3.1	244724	ἕκαστα	634	1448a	15	
y	τούτων	104286234	3.1	244724	τούτων	635	1448a	15	
y	μιμήσαιτο	104286235	3.1	244724	μιμήσαιτο	636	1448a	20	
y	ἄν	104286236	3.1	244724	ἄν	637	1448a	20	
y	τις	104286237	3.1	244724	τις	638	1448a	20	
y	.	104286238	3.1	244724	.	639	1448a	20	
y	καὶ	104286239	3.2	244725	καὶ	640	1448a	20	
y	γὰρ	104286240	3.2	244725	γὰρ	641	1448a	20	
y	ἐν	104286241	3.2	244725	ἐν	642	1448a	20	
y	τοῖς	104286242	3.2	244725	τοῖς	643	1448a	20	
y	αὐτοῖς	104286243	3.2	244725	αὐτοῖς	644	1448a	20	
y	καὶ	104286244	3.2	244725	καὶ	645	1448a	20	
y	τὰ	104286245	3.2	244725	τὰ	646	1448a	20	
y	αὐτὰ	104286246	3.2	244725	αὐτὰ	647	1448a	20	
y	μιμεῖσθαι	104286247	3.2	244725	μιμεῖσθαι	648	1448a	20	
y	ἔστιν	104286248	3.2	244725	ἔστιν	649	1448a	20	
y	ὁτὲ	104286249	3.2	244725	ὁτὲ	650	1448a	20	
y	μὲν	104286250	3.2	244725	μὲν	651	1448a	20	
y	ἀπαγγέλλοντα	104286251	3.2	244725	ἀπαγγέλλοντα	652	1448a	20	
n	BEKNA				,	653	1448a	20	
y	ἢ	104286252	3.2	244725	ἢ	654	1448a	20	
y	ἕτερόν	104286253	3.2	244725	ἕτερόν	655	1448a	20	
y	τι	104286254	3.2	244725	τι	656	1448a	20	
y	γιγνόμενον	104286255	3.2	244725	γιγνόμενον	657	1448a	20	
n	,	104286256	3.2	244725	KASNA				
y	ὥσπερ	104286257	3.2	244725	ὥσπερ	658	1448a	20	
y	Ὅμηρος	104286258	3.2	244725	Ὅμηρος	659	1448a	20	
y	ποιεῖ	104286259	3.2	244725	ποιεῖ	660	1448a	20	
n	,	104286260	3.2	244725	KASNA				
y	ἢ	104286261	3.2	244725	ἢ	661	1448a	20	
y	ὡς	104286262	3.2	244725	ὡς	662	1448a	20	
y	τὸν	104286263	3.2	244725	τὸν	663	1448a	20	
y	αὐτὸν	104286264	3.2	244725	αὐτὸν	664	1448a	20	
y	καὶ	104286265	3.2	244725	καὶ	665	1448a	20	
y	μὴ	104286266	3.2	244725	μὴ	666	1448a	20	
y	μεταβάλλοντα	104286267	3.2	244725	μεταβάλλοντα	667	1448a	20	
y	,	104286268	3.2	244725	,	668	1448a	20	
y	ἢ	104286269	3.2	244725	ἢ	669	1448a	20	
y	πάντας	104286270	3.2	244725	πάντας	670	1448a	20	
y	ὡς	104286271	3.2	244725	ὡς	671	1448a	20	
y	πράττοντας	104286272	3.2	244725	πράττοντας	672	1448a	20	
y	καὶ	104286273	3.2	244725	καὶ	673	1448a	20	
y	ἐνεργοῦντας	104286274	3.2	244725	ἐνεργοῦντας	674	1448a	20	
n	BEKNA				†	675	1448a	20	unclear
y	τοὺς	104286275	3.2	244725	τοὺς	676	1448a	20	unclear
y	μιμουμένους	104286276	3.2	244725	μιμουμένους	677	1448a	20	unclear
n	BEKNA				†	678	1448a	20	
y	.	104286277	3.2	244725	.	679	1448a	20	
n	ἔν	104286278	3.3	244726	ἐν	680	1448a	20	
y	τρισὶ	104286279	3.3	244726	τρισὶ	681	1448a	20	
y	δὴ	104286280	3.3	244726	δὴ	682	1448a	20	
y	ταύταις	104286281	3.3	244726	ταύταις	683	1448a	20	
y	διαφοραῖς	104286282	3.3	244726	διαφοραῖς	684	1448a	20	
y	ἡ	104286283	3.3	244726	ἡ	685	1448a	20	
y	μίμησίς	104286284	3.3	244726	μίμησίς	686	1448a	20	
y	ἐστιν	104286285	3.3	244726	ἐστιν	687	1448a	20	
y	,	104286286	3.3	244726	,	688	1448a	20	
y	ὡς	104286287	3.3	244726	ὡς	689	1448a	25	
y	εἴπομεν	104286288	3.3	244726	εἴπομεν	690	1448a	25	
y	κατ’	104286289	3.3	244726	κατ’	691	1448a	25	
y	ἀρχάς	104286290	3.3	244726	ἀρχάς	692	1448a	25	
y	,	104286291	3.3	244726	,	693	1448a	25	
y	ἐν	104286292	3.3	244726	ἐν	694	1448a	25	
n	οἶς	104286293	3.3	244726	οἷς	695	1448a	25	
y	τε	104286294	3.3	244726	τε	696	1448a	25	
y	καὶ	104286295	3.3	244726	καὶ	697	1448a	25	added
y	ἃ	104286296	3.3	244726	ἃ	698	1448a	25	added
y	καὶ	104286297	3.3	244726	καὶ	699	1448a	25	
y	ὥς	104286298	3.3	244726	ὥς	700	1448a	25	
y	.	104286299	3.3	244726	.	701	1448a	25	
y	ὥστε	104286300	3.4	244727	ὥστε	702	1448a	25	
y	τῇ	104286301	3.4	244727	τῇ	703	1448a	25	
y	μὲν	104286302	3.4	244727	μὲν	704	1448a	25	
y	ὁ	104286303	3.4	244727	ὁ	705	1448a	25	
y	αὐτὸς	104286304	3.4	244727	αὐτὸς	706	1448a	25	
y	ἂν	104286305	3.4	244727	ἂν	707	1448a	25	
y	εἴη	104286306	3.4	244727	εἴη	708	1448a	25	
y	μιμητὴς	104286307	3.4	244727	μιμητὴς	709	1448a	25	
y	Ὁμήρῳ	104286308	3.4	244727	Ὁμήρῳ	710	1448a	25	
y	Σοφοκλῆς	104286309	3.4	244727	Σοφοκλῆς	711	1448a	25	
y	,	104286310	3.4	244727	,	712	1448a	25	
y	μιμοῦνται	104286311	3.4	244727	μιμοῦνται	713	1448a	25	
y	γὰρ	104286312	3.4	244727	γὰρ	714	1448a	25	
y	ἄμφω	104286313	3.4	244727	ἄμφω	715	1448a	25	
y	σπουδαίους	104286314	3.4	244727	σπουδαίους	716	1448a	25	
y	,	104286315	3.4	244727	,	717	1448a	25	
y	τῇ	104286316	3.4	244727	τῇ	718	1448a	25	
y	δὲ	104286317	3.4	244727	δὲ	719	1448a	25	
y	Ἀριστοφάνει	104286318	3.4	244727	Ἀριστοφάνει	720	1448a	25	
n	·	104286319	3.4	244727	,	721	1448a	25	
y	πράττοντας	104286320	3.4	244728	πράττοντας	722	1448a	25	
y	γὰρ	104286321	3.4	244728	γὰρ	723	1448a	25	
y	μιμοῦνται	104286322	3.4	244728	μιμοῦνται	724	1448a	25	
y	καὶ	104286323	3.4	244728	καὶ	725	1448a	25	
y	δρῶντας	104286324	3.4	244728	δρῶντας	726	1448a	25	
y	ἄμφω	104286325	3.4	244728	ἄμφω	727	1448a	25	
y	.	104286326	3.4	244728	.	728	1448a	25	
y	ὅθεν	104286327	3.4	244729	ὅθεν	729	1448a	25	
y	καὶ	104286328	3.4	244729	καὶ	730	1448a	25	
y	δράματα	104286329	3.4	244729	δράματα	731	1448a	25	
y	καλεῖσθαί	104286330	3.4	244729	καλεῖσθαί	732	1448a	25	
y	τινες	104286331	3.4	244729	τινες	733	1448a	25	
y	αὐτά	104286332	3.4	244729	αὐτά	734	1448a	25	
y	φασιν	104286333	3.4	244729	φασιν	735	1448a	25	
y	,	104286334	3.4	244729	,	736	1448a	25	
y	ὅτι	104286335	3.4	244729	ὅτι	737	1448a	25	
y	μιμοῦνται	104286336	3.4	244729	μιμοῦνται	738	1448a	25	
y	δρῶντας	104286337	3.4	244729	δρῶντας	739	1448a	25	
y	.	104286338	3.4	244729	.	740	1448a	25	
y	διὸ	104286339	3.5	244730	διὸ	741	1448a	25	
y	καὶ	104286340	3.5	244730	καὶ	742	1448a	25	
y	ἀντιποιοῦνται	104286341	3.5	244730	ἀντιποιοῦνται	743	1448a	30	
y	τῆς	104286342	3.5	244730	τῆς	744	1448a	30	
y	τε	104286343	3.5	244730	τε	745	1448a	30	
y	τραγῳδίας	104286344	3.5	244730	τραγῳδίας	746	1448a	30	
y	καὶ	104286345	3.5	244730	καὶ	747	1448a	30	
y	τῆς	104286346	3.5	244730	τῆς	748	1448a	30	
y	κωμῳδίας	104286347	3.5	244730	κωμῳδίας	749	1448a	30	
y	οἱ	104286348	3.5	244730	οἱ	750	1448a	30	
y	Δωριεῖς	104286349	3.5	244730	Δωριεῖς	751	1448a	30	
n	,	104286350	3.5	244730	(	752	1448a	30	
y	τῆς	104286351	3.5	244730	τῆς	753	1448a	30	
y	μὲν	104286352	3.5	244730	μὲν	754	1448a	30	
n	BEKNA				γὰρ	755	1448a	30	
y	κωμῳδίας	104286353	3.5	244730	κωμῳδίας	756	1448a	30	
y	οἱ	104286354	3.5	244730	οἱ	757	1448a	30	
y	Μεγαρεῖς	104286355	3.5	244730	Μεγαρεῖς	758	1448a	30	
n	,	104286356	3.5	244730	KASNA				
y	οἵ	104286357	3.5	244730	οἵ	759	1448a	30	
