Unit	Greek (full — Bekker text)	Arabic (full — Tkatsch)	Gk:Ar	Align.	Rendering	Concern / note
4.12	Παραφανείσης δὲ τῆς τραγῳδίας καὶ κωμῳδίας οἱ ἐφ᾿ ἑκατέραν τὴν ποίησιν ὁρμῶντες κατὰ τὴν οἰκείαν φύσιν, οἱ μὲν ἀντὶ τῶν ἰάμβων κωμῳδοποιοὶ ἐγένοντο, οἱ δὲ ἀντὶ τῶν ἐπῶν τραγῳδοδιδάσκαλοι, διὰ τὸ μείζω καὶ ἐντιμότερα τὰ σχήματα εἶναι ταῦτα ἐκείνων.	‏ولما ظهرا [مد] مذهب [الهجا و]المديح ومذهب الهجا فالذين نحوا وقصدوا به بصناعة الشعر كلتى هاتين بحسب خصوصية الطبع بعضهم كانوا يعملون مكان المذهب من الشعر المسمى ايامبو ابواب الهجا وبعضهم كانوا يعملون مكان هذه التى للمسماة افيس ابواب المديح وصاروا معلمين لذلك من قبل انه قد كانت هذه اعظم كثيرا واشرف فى شكل هذه فانه ان ٮعمل هو هو مبدا الصناعة المديح وبالانواع على الكفاية	1:1	Medium	Moderate	ἐπῶν→afīs; genre substitution
4.13	Τὸ μὲν οὖν ἐπισκοπεῖν εἰ ἄρα ἔχει ἤδη ἡ τραγῳδία τοῖς εἴδεσιν ἱκανῶς ἢ οὔ, αὐτό τε καθ᾿ αὑτὸ κρινόμενον καὶ πρὸς τὰ θέατρα, ἄλλος λόγος.	‏وذلك انه اما ان تكون تانك ٮحيٮں بهذه او يكون عند كلتيهما بنسبة اخرى	1:1	Low	Severe	Arabic disordered/corrupt; correspondence to '(whether tragedy adequately developed)' tentative
4.14	Γενομένη δ᾿ οὖν ἀπ᾿ ἀρχῆς αὐτοσχεδιαστικὴ καὶ αὐτὴ καὶ ἡ κωμῳδία, καὶ ἡ μὲν ἀπὸ τῶν ἐξαρχόντων τὸν διθύραμβον, ἡ δὲ ἀπὸ τῶν τὰ φαλλικά, ἃ ἔτι καὶ νῦν ἐν πολλαῖς τῶν πόλεων διαμένει νομιζόμενα, κατὰ μικρὸν ηὐξήθη προαγόντων ὅσον ἐγίγνετο φανερὸν αὐτῆς, καὶ πολλὰς μεταβολὰς μεταβαλοῦσα ἡ τραγῳδία ἐπαύσατο, ἐπεὶ ἔσχε τὴν αὑτῆς φύσιν.	‏فلما حدثت منذ الابتدا ونشت دفعة هى وصناعة الهجا ايضا اما تلك فعند ما كانت تبتدى من العلل الاول التى للمذهب المسمى ايثورمبو واما هذه المزورة وهذه هى الثابتة فى كثير من المداين الى الان احدث النمو والتربية قليلا قليلا من حيث قد كانت قديمة كما انه ظهرت ايضا هذه التى هى الان وعند ما غيرت من تغايير كثيرة وتناهت عند ذلك صناعة المديح من قبل انه قد كانت الطبيعة التى تخصها واما تلك فلاكثر المنافقين والمرائين فمن واحد للاثنين	1:1	Low	Severe	dithyramb→ايثورمبو; phallika/origins garbled
4.15	Καὶ τό τε τῶν ὑποκριτῶν πλῆθος ἐξ ἑνὸς εἰς δύο πρῶτος Αἰσχύλος ἤγαγε, καὶ τὰ τοῦ χοροῦ ἠλάττωσε, καὶ τὸν λόγον πρωταγωνιστὴν παρεσκεύασεν· τρεῖς δὲ καὶ σκηνογραφίαν Σοφοκλῆς.	‏واول من كان ادخل هذه المذاهب التى للصفوف وللدستبند وهو ايضا اول من اعد مذاهب الجهادات وايضا اول من اظهر هذه الاصناف من اللهو واللعب كان سوفوقلس	1:1	Low	Severe	Aeschylus (1→2 actors) dropped; innovations credited to Sophocles
4.16	Ἔτι δὲ τὸ μέγεθος ἐκ μικρῶν μύθων καὶ λέξεως γελοίας, διὰ τὸ ἐκ σατυρικοῦ μεταβαλεῖν, ὀψὲ ἀπεσεμνύνθη, τό τε μέτρον ἐκ τετραμέτρου ἰαμβεῖον ἐγένετο· τὸ μὲν γὰρ πρῶτον τετραμέτρῳ ἐχρῶντο διὰ τὸ σατυρικὴν καὶ ὀρχηστικωτέραν εἶναι τὴν ποίησιν, λέξεως δὲ γενομένης αὐτὴ ἡ φύσις τὸ οἰκεῖον μέτρον εὗρεν· μάλιστα γὰρ λεκτικὸν τῶν μέτρων τὸ ἰαμβεῖόν ἐστιν.	‏وايضا هو اول من اظهر من النشايد الصغار عظم الكلام وصحيح والرهح فى الكلام والمقولات الداخلة فى باب الاستهزا والهزل وعمل ذلك بان غير شى من شكل الفن المسمى سطاوررور واما بالاخرة وبالابطا فاستعملوا العفة وهذا الوزن من الرباعية التى ليامبو واما مٮدلدں العامل فكانوا يستعملون رباعية الوزن بسبب الرقص المعروف بساطورانقى لكيما يتشبه به الشعر اكثروا عند ما كانت تنشوا مقولة وكلام فالطبيعة كانت تجد وزنها ولا سيما من قبل ان الوزن كان يعمل الاخر اٮـ*سها	1:1	Low	Severe	satyric→سطاوررور; tetrameter→iambic transition garbled
4.17	Σημεῖον δὲ τούτου· πλεῖστα γὰρ ἰαμβεῖα λέγομεν ἐν τῇ διαλέκτῳ τῇ πρὸς ἀλλήλους, ἑξάμετρα δὲ ὀλιγάκις καὶ ἐκβαίνοντες τῆς λεκτικῆς ἁρμονίας.	‏وقد يجارى بعضنا بعضا بالمخاطبة والمكايلة دليل هذه السبيل المسماة ايامبو منذ قط واما الوزن فاقلٮ ذاك وعند ما ننحرف عن التاليف الجدلى وايضا اكثر الكلام والمخاطبة الرافع	1:1	Medium	Moderate	'we speak many iambics in conversation' rendered
4.18	Ἔτι δὲ ἐπεισοδίων πλήθη καὶ τὰ ἄλλα ὡς ἕκαστα κοσμηθῆναι λέγεται.	‏وهذه الوحيادات الاخر انما تقال نحو التحٮل والحسن فى الاقتصاص لكل واحدة واحدة	1:1	Medium	Moderate	episodes / 'each thing arranged'
4.19	Περὶ μὲν οὖν τούτων τοσαῦτα ἔστω ἡμῖν εἰρημένα· πολὺ γὰρ ἂν ἴσως ἔργον εἴη διεξιέναι καθ᾿ ἕκαστον.	—	0:1	—	—	Greek 4.19 closing formula has no clear Arabic counterpart (merged into 4.18 or omitted)
— CHAPTER 5  (Greek 12 · Arabic 12 units) —						
5.1	Ἡ δὲ κωμῳδία ἐστίν, ὥσπερ εἴπομεν, μίμησις φαυλοτέρων μέν, οὐ μέντοι κατὰ πᾶσαν κακίαν, ἀλλὰ τοῦ αἰσχροῦ ἐστὶ τὸ γελοῖον μόριον.	‏ومذهب الهجا هو كما فلنا [هى] تشبيه ومحاكاة اكبر ٮووٮرا وتزيفا وليس فى كل شر ورذيلة لكن انما هى شى مستهزا فى باب ما هو قبيح وهى جزو ومستهزية	1:1	High	Moderate	comedy→al-hijāʾ; γελοῖον→mustahzaʾ
5.2	Τὸ γὰρ γελοῖόν ἐστιν ἁμάρτημά τι καὶ αἶσχος ἀνώδυνον καὶ οὐ φθαρτικόν, οἷον εὐθὺς τὸ γελοῖον πρόσωπον αἰσχρόν τι καὶ διεστραμμένον ἄνευ ὀδύνης.	‏وذلك ان الاستهزا هو زلل ما وشناعة غير ذات صعوبة ولا فاسدة مثال ذلك وجه المستهزى هو من ساعته شنيع قبيح وهو منكر بلا صعٮٮه	1:1	High	Clean	ἁμάρτημα/αἶσχος ἀνώδυνον rendered
5.3	Αἱ μὲν οὖν τῆς τραγῳδίας μεταβάσεις, καὶ δι᾿ ὧν ἐγένοντο, οὐ λελήθασιν, ἡ δὲ κωμῳδία διὰ τὸ μὴ σπουδάζεσθαι ἐξ ἀρχῆς ἔλαθεν· καὶ γὰρ χορὸν κωμῳδῶν ὀψέ ποτε ὁ ἄρχων ἔδωκεν, ἀλλ᾿ ἐθελονταὶ ἦσαν.	‏فاما العاملون لصناعة المديح ومن اين نشوا وحدثوا فلست اظن انه يعما امرهم فى ذلك ولا يهمل ويسا فاما صناعة الهجا فانه لما كانت غير معتنا بها فانها انسيت وعما امرها منذ الابتدا وذلك ان صفوف الرقاصين والدستبند من اهل الهجا من حيث انما اطلق ذلك او الوالى على اثينية بلاخرة غير ان العمل بذلك انما كان مردود الى اختيارهم وارادتهم	1:1	High	Moderate	tragedy/comedy→madīḥ/hijāʾ; ἄρχων→al-wālī; Athens present
5.4	Ἤδη δὲ σχήματά τινα αὐτῆς ἐχούσης οἱ λεγόμενοι αὐτῆς ποιηταὶ μνημονεύονται.	‏من حيث كان لهم من جهة شكل ما ان يعدون ممن كان من سراٮها وكانوا يذكرون	1:1	Medium	Clean	
5.5	Τίς δὲ πρόσωπα ἀπέδωκεν ἢ προλόγους ἢ πλήθη ὑποκριτῶν καὶ ὅσα τοιαῦτα, ἠγνόηται.	‏وبعض الوجوه الذين اعطوا اما تسليم ٮقدمة الكلام او من كثرة المرايين والمنفقين فان جميع من كان مثل هولا لم يعرفون	1:1	Medium	Moderate	πρόσωπα→wujūh; prologues→taqdimat al-kalām
5.6	Τὸ δὲ μύθους ποιεῖν Ἐπίχαρμος καὶ Φόρμις.	‏والعمل للقصص والخرافات هو ان ٮٮرل جميع [من كان مثل] الكلام الذى يكون بالاختصار	1:1	High	Severe	Epicharmus & Phormis (the named plot-makers) dropped
5.7	Τὸ μὲν οὖν ἐξ ἀρχῆς ἐκ Σικελίας ἦλθεν, τῶν δὲ Ἀθήνησιν Κράτης πρῶτος ἦρξεν ἀφέμενος τῆς ἰαμβικῆς ἰδέας καθόλου ποιεῖν λόγους καὶ μύθους.	‏ومنذ قديم الزمان ايضا عند ما اتى بها من سيقليا وكان اول من انشاها واحدثها باثنية قراطس فان هذا ترك النوع المعروف بالامباقيا وبدا يعمل الكلام والقصص	1:1	High	Moderate	Sicily/Crates present; ἰαμβικῆς→al-ambāqiyā
5.8	Ἡ μὲν οὖν ἐποποιία τῇ τραγῳδίᾳ μέχρι μόνου μέτρου μετὰ λόγου μίμησις εἶναι σπουδαίων ἠκολούθησεν· τῷ δὲ τὸ μέτρον ἁπλοῦν ἔχειν καὶ ἀπαγγελίαν εἶναι, ταύτῃ διαφέρουσιν.	‏والتشبه والمحاكاة للافاضل صارت لازمة لصناعة الشعر المسماة افى فى صناعة المديح الى معدن ما من الوزن مزمع القول وكون الوزن بسيط وان يكون عهود فان هذه مختلفة	1:1	High	Moderate	ἐποποιία→al-afī; tragedy→madīḥ
5.9	Ἔτι δὲ τῷ μήκει· ἡ μὲν γὰρ ὅτι μάλιστα πειρᾶται ὑπὸ μίαν περίοδον ἡλίου εἶναι ἢ μικρὸν ἐξαλλάττειν, ἡ δὲ ἐποποιία ἀόριστος τῷ χρόνῳ, καὶ τούτῳ διαφέρει.	‏وايضا فى الطول اما تلك فهى تريد خاصة ان تكون تحت دايرة واحدة شمسية او ان تتغير قط قليلا واما عمل الافى فهو غير محدود فى الزمان وبهذا هو مخالف	1:1	High	Clean	'one revolution of the sun' = dāʾira wāḥida shamsiyya — clean
5.10	Καίτοι τὸ πρῶτον ὁμοίως ἐν ταῖς τραγῳδίαις τοῦτο ἐποίουν καὶ ἐν τοῖς ἔπεσιν.	‏على انهم كانوا اولا يفعلون هذا فى المديحات على مثال واحد وفى جميع الافى	1:1	High	Moderate	tragedies→madīḥāt; epē→afī
5.11	Μέρη δ᾿ ἐστὶ τὰ μὲν ταὐτά, τὰ δὲ ἴδια τῆς τραγῳδίας.	‏واما الاجزا اما بعضها فهذه ومنها هى خاصية بالمديحات	1:1	High	Clean	
5.12	Διόπερ ὅστις περὶ τραγῳδίας οἶδε σπουδαίας καὶ φαύλης, οἶδε καὶ περὶ ἐπῶν· ἃ μὲν γὰρ ἐποποιία ἔχει, ὑπάρχει τῇ τραγῳδίᾳ, ἃ δὲ αὐτή, οὐ πάντα ἐν τῇ ἐποποιίᾳ.	‏ولذلك كل من كان عارفا من صناعة المديح تلك التى هى حريصة وتلك التى هى مزيفة فانه يكون عارفا بجيمع هذه الصغار ايما منها يصلح العمل الافى فى صناعة المديح واما التى تصلح لهذه فليس جميعها يصلح لعمل الافى	1:1	High	Moderate	epopoiia→afī; tragedy→madīḥ
